customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Flag,MonthlyCharges_INR,TotalCharges_INR,tenure_bucket,OnlineSecurity_bin,TechSupport_bin,OnlineBackup_bin,DeviceProtection_bin,StreamingTV_bin,StreamingMovies_bin,service_count,contract_num,internet_tier,charge_per_tenure,cluster,persona_code,persona_name,persona_priority,pca_1,pca_2
0060-FUALY,Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.75,5597.65,No,0,7911.625,467403.775,49–72m,1,0,1,0,1,0,3,0,2,131.86041666666668,0,Persona C,Engaged Mid-Tier,MEDIUM,2.016498335609856,0.788909823648132
7853-GVUDZ,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.15,20.15,Yes,1,1682.525,1682.525,0–6m,0,0,0,0,0,0,0,0,0,841.2625,2,Persona D,Loyal High-Value,LOW,-2.8940019311071,-0.5832568717322771
7480-QNVZJ,Male,1,No,No,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.7,4816.7,Yes,1,7990.95,402194.45,49–72m,0,0,0,0,1,1,2,0,2,156.68529411764706,1,Persona B,Price-Sensitive Churners,HIGH,1.440790703630245,0.8825874997921396
6954-OOYZZ,Male,0,Yes,No,18,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.35,768.05,No,0,3703.225,64132.175,13–18m,0,0,0,0,0,0,0,0,1,194.90657894736842,1,Persona B,Price-Sensitive Churners,HIGH,-1.5611354124432004,-0.17023997030661228
7088-FBAWU,Female,0,Yes,Yes,17,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,74.55,1215.8,No,0,6224.925,101519.3,13–18m,1,0,1,0,1,1,4,0,1,345.82916666666665,1,Persona B,Price-Sensitive Churners,HIGH,-0.1459497625537421,0.6402415374647845
8313-AFGBW,Male,0,Yes,No,47,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,73.6,3522.65,No,0,6145.599999999999,294141.275,37–48m,0,0,1,1,1,1,4,2,1,128.03333333333333,0,Persona C,Engaged Mid-Tier,MEDIUM,1.5681274155106142,-1.0297198051998173
3943-KDREE,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,1834.95,Yes,1,6258.325,153218.325,25–36m,0,0,0,0,0,0,0,0,2,231.7898148148148,1,Persona B,Price-Sensitive Churners,HIGH,-0.4423087577067997,0.8605145989897228
9239-ZBZZV,Female,0,No,No,6,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,47.95,305.1,Yes,1,4003.825,25475.85,0–6m,0,0,0,1,1,1,3,0,1,571.975,1,Persona B,Price-Sensitive Churners,HIGH,-1.2092607256065682,0.4827989270462373
3097-IDVPU,Male,0,Yes,Yes,19,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),50.1,910.45,No,0,4183.35,76022.575,19–24m,0,0,0,0,0,0,0,0,1,209.16750000000002,1,Persona B,Price-Sensitive Churners,HIGH,-1.4405337145016468,-0.09382569414212097
4398-HSCJH,Female,0,No,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,63.6,155.65,Yes,1,5310.6,12996.775,0–6m,0,1,0,0,1,0,2,0,1,1327.65,3,Persona A,High-Risk New Customers,CRITICAL,-1.5722244684650801,1.1381966360340463
2197-OMWGI,Female,1,Yes,Yes,68,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,53.0,3656.25,No,0,4425.5,305296.875,49–72m,0,0,1,1,1,1,4,2,1,64.1376811594203,0,Persona C,Engaged Mid-Tier,MEDIUM,1.715769259726597,-1.6500986671394657
2303-PJYHN,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.85,52.0,No,0,1657.475,4342.0,0–6m,0,0,0,0,0,0,0,0,0,552.4916666666667,2,Persona D,Loyal High-Value,LOW,-2.78318499218684,-0.774906155199893
9795-VOWON,Male,0,No,No,7,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),24.35,150.85,No,0,2033.225,12595.975,7–12m,0,0,0,0,0,0,0,1,1,254.153125,2,Persona D,Loyal High-Value,LOW,-1.8684781027793165,-0.8107843132829922
1237-WIYYZ,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.55,389.25,No,0,1632.425,32502.375,13–18m,0,0,0,0,0,0,0,0,0,85.9171052631579,2,Persona D,Loyal High-Value,LOW,-2.285497839250348,-1.2785933064192918
1987-AUELQ,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,1873.7,No,0,2091.675,156453.95,49–72m,0,0,0,0,0,0,0,2,0,29.05104166666667,2,Persona D,Loyal High-Value,LOW,-0.3222901740890687,-3.0501213398405036
7852-LECYP,Male,1,Yes,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),93.8,1261.0,No,0,7832.3,105293.5,13–18m,1,0,1,0,0,1,3,0,2,559.45,1,Persona B,Price-Sensitive Churners,HIGH,0.08178265398220727,1.7210999509342022
4430-UZIPO,Male,0,No,No,3,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,36.85,108.7,Yes,1,3076.975,9076.45,0–6m,0,1,1,0,0,0,2,0,1,769.24375,1,Persona B,Price-Sensitive Churners,HIGH,-1.7587357202685208,0.4144207073387412
4822-LPTYJ,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),103.75,7346.2,No,0,8663.125,613407.7,49–72m,0,0,1,1,1,1,4,2,2,118.67294520547945,0,Persona C,Engaged Mid-Tier,MEDIUM,3.618835072083269,-0.30829164769511874
8165-CBKXO,Male,0,Yes,Yes,66,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),56.75,3708.4,No,0,4738.625,309651.4,49–72m,0,0,1,1,1,1,4,2,1,70.72574626865672,0,Persona C,Engaged Mid-Tier,MEDIUM,1.7396842638515366,-1.5658307651510825
6527-PZFPV,Male,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.8,469.65,No,0,1736.8,39215.775,19–24m,0,0,0,0,0,0,0,1,0,69.472,2,Persona D,Loyal High-Value,LOW,-1.8357568611057709,-1.894152564136392
4855-SNKMY,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.1,44.1,Yes,1,3682.35,3682.35,0–6m,0,0,0,0,0,0,0,0,1,1841.175,3,Persona A,High-Risk New Customers,CRITICAL,-2.539168110001565,1.0539302480526849
9593-CVZKR,Female,0,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.45,1385.85,No,0,2041.575,115718.475,49–72m,0,0,0,0,0,0,0,2,0,35.8171052631579,2,Persona D,Loyal High-Value,LOW,-0.7051388587882065,-2.846310659757437
8595-SIZNC,Female,1,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.6,548.8,No,0,2137.6,45824.8,19–24m,0,0,0,0,0,0,0,1,0,92.9391304347826,2,Persona D,Loyal High-Value,LOW,-1.7972332937895052,-1.784943071200799
8008-HAWED,Male,0,No,No,14,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.75,712.75,Yes,1,4237.625,59514.625,13–18m,0,0,0,1,1,1,3,0,1,282.5083333333333,1,Persona B,Price-Sensitive Churners,HIGH,-0.8499970078722726,0.23595255303855384
7124-UGSUR,Female,1,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.4,6405.0,Yes,1,8717.4,534817.5,49–72m,0,0,1,1,1,1,4,1,2,140.6032258064516,0,Persona C,Engaged Mid-Tier,MEDIUM,2.909300726782733,0.41997674761110665
1862-SKORY,Female,1,Yes,No,40,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.3,1637.4,Yes,1,3281.55,136722.9,37–48m,0,0,1,0,1,0,2,0,1,80.03780487804879,1,Persona B,Price-Sensitive Churners,HIGH,-0.5180798203533209,-0.4837356101878804
5236-XMZJY,Female,0,No,No,42,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),59.65,2536.55,No,0,4980.775,211801.925,37–48m,1,0,1,1,0,0,3,0,1,115.83197674418604,1,Persona B,Price-Sensitive Churners,HIGH,0.22194983186587322,-0.13981869174983902
4827-DPADN,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),83.3,6042.7,No,0,6955.55,504565.45,49–72m,1,1,0,1,1,1,5,2,1,95.28150684931506,0,Persona C,Engaged Mid-Tier,MEDIUM,2.960302154259287,-1.216964255369685
2694-CIUMO,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.55,958.25,No,0,6642.425,80013.875,7–12m,0,1,0,0,0,0,1,0,2,510.95576923076925,1,Persona B,Price-Sensitive Churners,HIGH,-0.6672244410584834,1.3657990111042428
5846-ABOBJ,Male,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.45,1730.65,No,0,2041.575,144509.275,49–72m,0,0,0,0,0,0,0,2,0,28.355208333333334,2,Persona D,Loyal High-Value,LOW,-0.3624266227922436,-3.0567568694185736
1439-LCGVL,Female,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.2,459.6,No,0,1603.2,38376.6,25–36m,0,0,0,0,0,0,0,1,0,59.37777777777778,2,Persona D,Loyal High-Value,LOW,-1.8208860185779199,-1.9499763368793444
0909-SDHNU,Female,0,No,Yes,7,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.8,201.95,No,0,2488.3,16862.825,7–12m,1,0,0,0,0,0,1,0,1,311.0375,1,Persona B,Price-Sensitive Churners,HIGH,-1.8627588344123387,-0.08698624765861712
4647-XXZAM,Female,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.5,285.2,No,0,3799.25,23814.2,0–6m,0,0,0,0,0,0,0,0,1,542.75,1,Persona B,Price-Sensitive Churners,HIGH,-1.9738901163161933,0.22377453252839904
1502-XFCVR,Female,0,No,No,58,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.45,6145.85,Yes,1,8888.575,513178.475,49–72m,1,0,1,1,1,1,5,1,2,150.65381355932206,0,Persona C,Engaged Mid-Tier,MEDIUM,3.067415785116773,0.5691051084344834
7740-KKCXF,Male,0,Yes,No,51,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.05,1529.45,No,0,2509.175,127709.075,49–72m,0,0,1,0,0,0,1,0,1,48.253365384615385,2,Persona D,Loyal High-Value,LOW,-0.7072687836513857,-0.850861627725584
5360-XGYAZ,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.65,4664.5,No,0,5481.775000000001,389485.75,49–72m,1,1,1,1,1,1,6,2,1,75.0928082191781,0,Persona C,Engaged Mid-Tier,MEDIUM,2.668262206638296,-1.3930045511999052
9692-TUSXH,Female,0,No,No,18,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1740.7,Yes,1,8020.175,145348.45,13–18m,1,0,0,0,1,1,3,0,2,422.1144736842105,1,Persona B,Price-Sensitive Churners,HIGH,0.35038197397710613,1.5963133531793017
7912-SYRQT,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.1,552.95,Yes,1,6270.849999999999,46171.325,7–12m,0,0,0,0,0,0,0,0,2,783.8562499999999,1,Persona B,Price-Sensitive Churners,HIGH,-1.2356894896578259,1.4699393862711165
3557-HTYWR,Female,0,No,No,47,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,74.05,3496.3,No,0,6183.175,291941.05,37–48m,1,1,1,0,0,1,4,2,1,128.81614583333334,0,Persona C,Engaged Mid-Tier,MEDIUM,1.5677830108887016,-1.0222376900979095
4816-JBHOV,Male,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.7,93.7,Yes,1,3732.45,7823.95,0–6m,0,0,0,0,0,0,0,0,1,1244.1499999999999,3,Persona A,High-Risk New Customers,CRITICAL,-2.3164341185200055,0.6899713367312671
8920-NAVAY,Male,1,No,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),110.75,7053.35,No,0,9247.625,588954.725,49–72m,0,1,1,1,1,1,5,1,2,146.7876984126984,0,Persona C,Engaged Mid-Tier,MEDIUM,3.4009556421052096,0.560104273023596
1699-TLDLZ,Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,301.55,No,0,1644.95,25179.425,13–18m,0,0,0,0,0,0,0,2,0,96.76176470588236,2,Persona D,Loyal High-Value,LOW,-1.731429860779491,-2.3267046086446888
5600-PDUJF,Male,0,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.5,312.7,No,0,4133.25,26110.45,0–6m,0,1,0,0,0,0,1,0,1,590.4642857142857,1,Persona B,Price-Sensitive Churners,HIGH,-1.6844668474115114,0.378878144722282
8292-TYSPY,Male,0,No,No,19,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.0,1046.5,Yes,1,4592.5,87382.75,19–24m,0,1,0,1,0,0,2,0,1,229.625,1,Persona B,Price-Sensitive Churners,HIGH,-0.8604504203558708,0.12482464409654888
0567-XRHCU,Female,0,Yes,Yes,69,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),43.95,2960.1,No,0,3669.825,247168.35,49–72m,1,0,0,1,0,1,3,2,1,52.426071428571426,0,Persona C,Engaged Mid-Tier,MEDIUM,1.2145932287100165,-1.858652634655853
1867-BDVFH,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,834.2,Yes,1,6208.224999999999,69655.7,7–12m,0,0,0,0,0,0,0,0,2,517.3520833333333,1,Persona B,Price-Sensitive Churners,HIGH,-1.0286249115090043,1.240746996176374
2067-QYTCF,Female,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.15,6953.4,No,0,9281.025,580608.9,49–72m,0,1,1,1,1,1,5,0,2,142.785,0,Persona C,Engaged Mid-Tier,MEDIUM,3.1144878255794954,1.0811255006135263
2359-QWQUL,Female,0,Yes,No,39,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.7,4134.85,Yes,1,8742.45,345259.97500000003,37–48m,1,1,0,1,1,1,5,1,2,218.56125000000003,0,Persona C,Engaged Mid-Tier,MEDIUM,2.2344890385587353,0.8729714866522769
9103-TCIHJ,Female,0,No,No,15,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,55.7,899.8,Yes,1,4650.95,75133.3,13–18m,1,0,0,0,0,0,1,0,1,290.684375,1,Persona B,Price-Sensitive Churners,HIGH,-1.2192639792896798,0.1588389292713823
7407-SUJIZ,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,541.5,No,0,1720.1,45215.25,25–36m,0,0,0,0,0,0,0,0,0,66.1576923076923,2,Persona D,Loyal High-Value,LOW,-2.108721158030874,-1.3711423943056058
9150-KPBJQ,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,116.85,No,0,1640.775,9756.975,0–6m,0,0,0,0,0,0,0,2,0,234.39642857142857,2,Persona D,Loyal High-Value,LOW,-1.9916577372030735,-2.108271036403241
0052-DCKON,Male,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),115.8,7942.15,No,0,9669.3,663169.525,49–72m,1,1,1,1,1,1,6,1,2,144.3179104477612,0,Persona C,Engaged Mid-Tier,MEDIUM,3.985345504012769,0.6319088657980609
3654-ARMGP,Female,0,No,No,61,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.65,5321.25,No,0,7402.275000000001,444324.375,49–72m,0,1,1,1,1,1,5,2,1,119.39153225806453,0,Persona C,Engaged Mid-Tier,MEDIUM,2.6666827695662882,-0.9653500022403033
9699-UBQFS,Female,1,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.5,4156.8,No,0,7890.75,347092.8,37–48m,1,0,1,0,1,0,3,0,2,179.33522727272728,1,Persona B,Price-Sensitive Churners,HIGH,1.391524009903027,1.0523350217734917
9367-TCUYN,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.1,223.6,No,0,1678.35,18670.6,7–12m,0,0,0,0,0,0,0,0,0,129.10384615384615,2,Persona D,Loyal High-Value,LOW,-2.434222910787577,-1.1617833384988425
1261-FWTTE,Male,1,No,No,23,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),34.65,768.45,No,0,2893.275,64165.575,19–24m,0,0,0,0,0,1,1,0,1,120.55312500000001,1,Persona B,Price-Sensitive Churners,HIGH,-1.3316895466586354,-0.3539714126849557
3528-HFRIQ,Male,1,Yes,No,71,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),52.3,3765.05,No,0,4367.05,314381.675,49–72m,0,0,1,1,1,1,4,0,1,60.65347222222223,0,Persona C,Engaged Mid-Tier,MEDIUM,1.1744748875730455,-0.6192698228643734
0708-SJDIS,Female,0,No,No,34,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,65.0,2157.5,No,0,5427.5,180151.25,25–36m,0,1,0,0,1,0,2,0,1,155.07142857142858,1,Persona B,Price-Sensitive Churners,HIGH,-0.19190079476041697,0.006157779921590667
4140-WJAWW,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.85,108.05,Yes,1,1657.475,9022.175,0–6m,0,0,0,0,0,0,0,0,0,276.24583333333334,2,Persona D,Loyal High-Value,LOW,-2.6319111722320825,-0.981748062705499
2073-QBVBI,Female,0,Yes,No,41,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,35.45,1391.65,No,0,2960.0750000000003,116202.775,37–48m,0,1,1,0,0,0,2,1,1,70.4779761904762,2,Persona D,Loyal High-Value,LOW,-0.29865953344466495,-1.0970143511616375
6928-ONTRW,Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,1379.8,No,0,1644.95,115213.3,49–72m,0,0,0,0,0,0,0,2,0,22.53356164383562,2,Persona D,Loyal High-Value,LOW,-0.48500326022412277,-3.1365408502900527
3320-VEOYC,Male,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,1273.3,No,0,7982.599999999999,106320.55,13–18m,0,0,0,0,1,1,2,0,2,532.1733333333333,1,Persona B,Price-Sensitive Churners,HIGH,-0.11162360958881881,1.6486504360185112
5231-FIQPA,Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,810.45,No,0,1657.475,67672.575,37–48m,0,0,0,0,0,0,0,2,0,39.46369047619047,2,Persona D,Loyal High-Value,LOW,-1.1592368151069308,-2.701047174841011
6617-WLBQC,Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),81.85,1810.85,No,0,6834.474999999999,151205.975,19–24m,1,0,0,0,0,0,1,1,2,284.76979166666666,1,Persona B,Price-Sensitive Churners,HIGH,0.12445483371839529,0.5593715849079455
2599-CIPQE,Male,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.3,7782.85,No,0,9126.55,649867.975,49–72m,1,1,1,1,1,1,6,2,2,126.75763888888888,0,Persona C,Engaged Mid-Tier,MEDIUM,4.262113093831674,-0.07956740132025034
6653-CBBOM,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,70.3,Yes,1,5870.05,5870.05,0–6m,0,0,0,0,0,0,0,0,2,2935.025,3,Persona A,High-Risk New Customers,CRITICAL,-2.183676780767537,2.780228624777601
8774-GSBUN,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,1797.1,No,0,2120.9,150057.85,49–72m,0,0,0,0,0,0,0,2,0,29.053424657534247,2,Persona D,Loyal High-Value,LOW,-0.31764806878185065,-3.0570070135992045
7326-RIGQZ,Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,377.85,No,0,5828.3,31550.475,0–6m,0,0,0,0,0,0,0,0,2,832.6142857142858,1,Persona B,Price-Sensitive Churners,HIGH,-1.377482930360115,1.4384893980883624
1401-FTHFQ,Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.0,445.3,No,0,1670.0,37182.55,19–24m,0,0,0,0,0,0,0,1,0,69.58333333333333,2,Persona D,Loyal High-Value,LOW,-1.8692594530272546,-1.8919732743815965
3247-ZVOUO,Male,1,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.55,851.75,Yes,1,7143.425,71121.125,7–12m,0,0,0,0,0,1,1,0,2,649.4022727272727,1,Persona B,Price-Sensitive Churners,HIGH,-0.6910352440514693,1.5647762741474778
0254-FNMCI,Female,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.9,7624.2,No,0,9176.65,636620.7,49–72m,1,1,1,1,1,1,6,2,2,125.70753424657534,0,Persona C,Engaged Mid-Tier,MEDIUM,4.251710321953984,-0.08200466137269187
1848-LBZHY,Female,0,Yes,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.3,355.1,No,0,4200.05,29650.85,7–12m,1,0,0,0,0,0,1,0,1,525.00625,1,Persona B,Price-Sensitive Churners,HIGH,-1.6264885851458195,0.33714326707903786
6101-IMRMM,Male,0,No,Yes,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,94.5,575.45,Yes,1,7890.75,48050.075,0–6m,0,0,0,1,1,1,3,0,2,1127.25,1,Persona B,Price-Sensitive Churners,HIGH,-0.3641502109396693,2.1775689805568668
8118-TJAFG,Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.5,906.85,No,0,8475.25,75721.975,7–12m,0,1,1,0,1,1,4,0,2,847.525,1,Persona B,Price-Sensitive Churners,HIGH,0.18807180719629446,2.1343943146038744
5429-LWCMV,Female,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.15,1057.55,No,0,7444.025000000001,88305.425,7–12m,0,0,1,0,0,1,2,0,2,572.6173076923077,1,Persona B,Price-Sensitive Churners,HIGH,-0.2925751773515222,1.6095134545771894
7298-IZWLY,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,19.4,No,0,1619.9,1619.9,0–6m,0,0,0,0,0,0,0,0,0,809.95,2,Persona D,Loyal High-Value,LOW,-2.894221100483264,-0.6129606240455947
9758-MFWGD,Female,1,Yes,Yes,48,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),29.9,1388.75,No,0,2496.65,115960.625,37–48m,0,0,1,0,0,0,1,1,1,50.95204081632653,2,Persona D,Loyal High-Value,LOW,-0.48927413591716573,-1.3514709277880363
3955-JBZZM,Male,0,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.8,1641.3,No,0,6579.8,137048.55,19–24m,0,0,0,0,1,0,1,0,2,313.32380952380953,1,Persona B,Price-Sensitive Churners,HIGH,-0.32045836030889746,1.1175918258688413
1268-ASBGA,Female,1,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.35,1375.15,Yes,1,7126.724999999999,114825.025,13–18m,0,0,0,0,0,1,1,0,2,419.2191176470588,1,Persona B,Price-Sensitive Churners,HIGH,-0.3981395151560794,1.3344875676339694
8943-URTMR,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,79.65,152.7,Yes,1,6650.775000000001,12750.45,0–6m,0,0,0,0,1,0,1,0,2,2216.925,3,Persona A,High-Risk New Customers,CRITICAL,-1.5555485716972697,2.5390560022341324
4815-TUMEQ,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.3,185.2,No,0,1611.55,15464.2,7–12m,0,0,0,0,0,0,0,1,0,146.50454545454545,2,Persona D,Loyal High-Value,LOW,-2.188601456815226,-1.6781492201924495
4713-LZDRV,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.6,195.05,Yes,1,6646.599999999999,16286.675,0–6m,0,0,0,0,0,1,1,0,2,2215.5333333333333,3,Persona A,High-Risk New Customers,CRITICAL,-1.5461459213625357,2.536748361574702
